ID;DT_NOTIFIC;UMIDADE;TEMPERATURA;REGIAO
A12738;07/12/2006;50;18,31;Guarapuava
A12739;08/12/2006;71;16,42;Guarapuava
A12740;09/12/2006;70;18,41;Guarapuava
A12741;10/12/2006;70;18,12;Guarapuava
A12742;13/12/2006;55;17,94;Guarapuava
A12743;14/12/2006;59;20,46;Guarapuava
A12744;15/12/2006;45;22,18;Guarapuava
A12745;16/12/2006;43;22,85;Guarapuava
A12746;17/12/2006;54;22,40;Guarapuava
A12747;19/12/2006;66;20,56;Guarapuava
A12748;20/12/2006;77;18,92;Guarapuava
A12749;21/12/2006;74;19,67;Guarapuava
A12750;27/12/2006;37;20,08;Guarapuava
A12751;28/12/2006;54;20,34;Guarapuava
A12752;29/12/2006;55;19,46;Guarapuava
A12753;30/12/2006;60;18,84;Guarapuava
A12754;31/12/2006;58;19,13;Guarapuava
A12755;01/01/2007;73;18,73;Guarapuava
A12756;02/01/2007;69;18,74;Guarapuava
A12757;03/01/2007;55;20,54;Guarapuava
A12758;04/01/2007;78;19,44;Guarapuava
A12759;05/01/2007;68;19,93;Guarapuava
A12760;07/01/2007;88;16,79;Guarapuava
A12761;08/01/2007;91;16,97;Guarapuava
A12762;09/01/2007;76;18,94;Guarapuava
A12763;11/01/2007;78;19,98;Guarapuava
A12764;13/01/2007;42;20,70;Guarapuava
A12765;14/01/2007;31;20,69;Guarapuava
A12766;15/01/2007;46;20,10;Guarapuava
A12767;16/01/2007;74;18,23;Guarapuava
A12768;17/01/2007;65;17,29;Guarapuava
A12769;18/01/2007;56;20,52;Guarapuava
A12770;19/01/2007;47;20,51;Guarapuava
A12771;20/01/2007;61;19,03;Guarapuava
A12772;21/01/2007;53;18,82;Guarapuava
A12773;22/01/2007;76;16,98;Guarapuava
A12774;23/01/2007;67;18,26;Guarapuava
A12775;24/01/2007;38;19,76;Guarapuava
A12776;27/01/2007;53;22,11;Guarapuava
A12777;28/01/2007;60;20,22;Guarapuava
A12778;29/01/2007;80;19,22;Guarapuava
A12779;30/01/2007;68;19,92;Guarapuava
A12780;01/02/2007;55;21,40;Guarapuava
A12781;02/02/2007;67;19,66;Guarapuava
A12782;03/02/2007;57;19,86;Guarapuava
A12783;04/02/2007;62;19,73;Guarapuava
A12784;05/02/2007;64;20,22;Guarapuava
A12785;06/02/2007;63;21,16;Guarapuava
A12786;07/02/2007;69;20,07;Guarapuava
A12787;08/02/2007;81;18,17;Guarapuava
A12788;09/02/2007;83;18,12;Guarapuava
A12789;10/02/2007;68;20,34;Guarapuava
A12790;11/02/2007;48;20,52;Guarapuava
A12791;12/02/2007;64;15,64;Guarapuava
A12792;13/02/2007;52;16,04;Guarapuava
A12793;14/02/2007;56;16,41;Guarapuava
A12794;15/02/2007;63;17,65;Guarapuava
A12795;16/02/2007;48;19,83;Guarapuava
A12796;18/02/2007;79;19,53;Guarapuava
A12797;19/02/2007;77;18,96;Guarapuava
A12798;20/02/2007;79;17,92;Guarapuava
A12799;21/02/2007;82;18,57;Guarapuava
A12800;22/02/2007;61;21,07;Guarapuava
A12801;23/02/2007;52;22,05;Guarapuava
A12802;24/02/2007;49;22,88;Guarapuava
A12803;25/02/2007;57;19,23;Guarapuava
A12804;26/02/2007;57;19,29;Guarapuava
A12805;27/02/2007;63;19,03;Guarapuava
A12806;28/02/2007;65;19,13;Guarapuava
A12807;01/03/2007;61;20,17;Guarapuava
A12808;02/03/2007;74;19,40;Guarapuava
A12809;03/03/2007;63;19,16;Guarapuava
A12810;04/03/2007;56;20,92;Guarapuava
A12811;05/03/2007;51;21,33;Guarapuava
A12812;06/03/2007;51;21,29;Guarapuava
A12813;07/03/2007;26;20,81;Guarapuava
A12814;08/03/2007;37;20,62;Guarapuava
A12815;09/03/2007;64;20,07;Guarapuava
A12816;10/03/2007;58;20,17;Guarapuava
A12817;12/03/2007;77;19,17;Guarapuava
A12818;13/03/2007;79;17,91;Guarapuava
A12819;15/03/2007;78;19,01;Guarapuava
A12820;17/03/2007;87;16,90;Guarapuava
A12821;18/03/2007;63;18,05;Guarapuava
A12822;19/03/2007;58;15,90;Guarapuava
A12823;20/03/2007;48;16,26;Guarapuava
A12824;21/03/2007;54;17,57;Guarapuava
A12825;22/03/2007;42;18,25;Guarapuava
A12826;23/03/2007;50;19,45;Guarapuava
A12827;24/03/2007;43;21,34;Guarapuava
A12828;25/03/2007;66;20,16;Guarapuava
A12829;26/03/2007;47;21,24;Guarapuava
A12830;27/03/2007;46;21,69;Guarapuava
A12831;28/03/2007;48;22,89;Guarapuava
A12832;29/03/2007;47;22,99;Guarapuava
A12833;31/03/2007;47;21,53;Guarapuava
A12834;01/04/2007;62;19,33;Guarapuava
A12835;02/04/2007;63;19,75;Guarapuava
A12836;03/04/2007;64;19,88;Guarapuava
A12837;04/04/2007;64;18,99;Guarapuava
A12838;05/04/2007;70;18,65;Guarapuava
A12839;06/04/2007;78;16,51;Guarapuava
A12840;07/04/2007;75;16,06;Guarapuava
A12841;08/04/2007;75;16,87;Guarapuava
A12842;09/04/2007;58;14,95;Guarapuava
A12843;10/04/2007;59;15,91;Guarapuava
A12844;11/04/2007;62;16,37;Guarapuava
A12845;13/04/2007;87;15,56;Guarapuava
A12846;14/04/2007;71;17,42;Guarapuava
A12847;16/04/2007;57;18,84;Guarapuava
A12848;17/04/2007;46;18,82;Guarapuava
A12849;18/04/2007;59;17,50;Guarapuava
A12850;19/04/2007;60;17,89;Guarapuava
A12851;20/04/2007;50;18,47;Guarapuava
A12852;21/04/2007;59;18,04;Guarapuava
A12853;22/04/2007;42;18,92;Guarapuava
A12854;23/04/2007;60;18,27;Guarapuava
A12855;24/04/2007;78;18,28;Guarapuava
A12856;25/04/2007;74;16,99;Guarapuava
A12857;26/04/2007;91;0,17;Guarapuava
A12858;27/04/2007;42;12,52;Guarapuava
A12859;28/04/2007;72;10,06;Guarapuava
A12860;29/04/2007;73;13,16;Guarapuava
A12861;30/04/2007;77;13,67;Guarapuava
A12862;01/05/2007;74;15,06;Guarapuava
A12863;02/05/2007;54;18,15;Guarapuava
A12864;03/05/2007;65;16,67;Guarapuava
A12865;04/05/2007;75;15,20;Guarapuava
A12866;05/05/2007;75;15,79;Guarapuava
A12867;06/05/2007;59;17,88;Guarapuava
A12868;07/05/2007;61;17,51;Guarapuava
A12869;08/05/2007;89;13,74;Guarapuava
A12870;09/05/2007;39;5,48;Guarapuava
A12871;10/05/2007;73;8,10;Guarapuava
A12872;12/05/2007;64;13,89;Guarapuava
A12873;13/05/2007;74;14,47;Guarapuava
A12874;14/05/2007;50;15,49;Guarapuava
A12875;15/05/2007;85;12,77;Guarapuava
A12876;16/05/2007;73;15,87;Guarapuava
A12877;17/05/2007;71;16,12;Guarapuava
A12878;18/05/2007;88;15,97;Guarapuava
A12879;19/05/2007;97;12,33;Guarapuava
A12880;20/05/2007;95;12,46;Guarapuava
A12881;21/05/2007;91;14,30;Guarapuava
A12882;22/05/2007;67;14,75;Guarapuava
A12883;23/05/2007;62;11,11;Guarapuava
A12884;24/05/2007;48;5,77;Guarapuava
A12885;25/05/2007;54;7,03;Guarapuava
A12886;26/05/2007;46;8,80;Guarapuava
A12887;27/05/2007;42;12,03;Guarapuava
A12888;28/05/2007;46;10,77;Guarapuava
A12889;29/05/2007;38;6,02;Guarapuava
A12890;30/05/2007;52;27,12;Guarapuava
A12891;31/05/2007;73;7,77;Guarapuava
A12892;01/06/2007;85;11,57;Guarapuava
A12893;02/06/2007;32;11,38;Guarapuava
A12894;03/06/2007;46;6,16;Guarapuava
A12895;04/06/2007;32;7,96;Guarapuava
A12896;05/06/2007;31;11,27;Guarapuava
A12897;06/06/2007;48;12,49;Guarapuava
A12898;07/06/2007;64;16,06;Guarapuava
A12899;09/06/2007;58;17,77;Guarapuava
A12900;10/06/2007;61;18,38;Guarapuava
A12901;11/06/2007;58;17,02;Guarapuava
A12902;12/06/2007;54;16,30;Guarapuava
A12903;13/06/2007;46;17,28;Guarapuava
A12904;14/06/2007;40;17,80;Guarapuava
A12905;15/06/2007;42;18,02;Guarapuava
A12906;16/06/2007;54;13,07;Guarapuava
A12907;17/06/2007;72;14,17;Guarapuava
A12908;18/06/2007;51;18,05;Guarapuava
A12909;19/06/2007;61;15,32;Guarapuava
A12910;20/06/2007;51;16,64;Guarapuava
A12911;21/06/2007;56;16,59;Guarapuava
A12912;22/06/2007;50;16,07;Guarapuava
A12913;23/06/2007;40;17,31;Guarapuava
A12914;24/06/2007;58;15,09;Guarapuava
A12915;25/06/2007;87;10,66;Guarapuava
A12916;26/06/2007;82;11,54;Guarapuava
A12917;27/06/2007;72;14,86;Guarapuava
A12918;28/06/2007;21;10,20;Guarapuava
A12919;29/06/2007;56;7,72;Guarapuava
A12920;30/06/2007;24;10,66;Guarapuava
A12921;01/07/2007;40;11,68;Guarapuava
A12922;02/07/2007;39;12,62;Guarapuava
A12923;03/07/2007;42;14,40;Guarapuava
A12924;04/07/2007;49;14,59;Guarapuava
A12925;05/07/2007;38;16,02;Guarapuava
A12926;06/07/2007;41;17,76;Guarapuava
A12927;07/07/2007;32;18,96;Guarapuava
A12928;09/07/2007;51;16,36;Guarapuava
A12929;10/07/2007;64;14,92;Guarapuava
A12930;11/07/2007;66;6,66;Guarapuava
A12931;13/07/2007;84;10,84;Guarapuava
A12932;14/07/2007;52;17,26;Guarapuava
A12933;15/07/2007;79;14,09;Guarapuava
A12934;16/07/2007;65;10,69;Guarapuava
A12935;20/07/2007;32;12,76;Guarapuava
A12936;21/07/2007;31;14,40;Guarapuava
A12937;22/07/2007;53;15,94;Guarapuava
A12938;23/07/2007;59;11,12;Guarapuava
A12939;26/07/2007;37;39,41;Guarapuava
A12940;27/07/2007;25;6,89;Guarapuava
A12941;28/07/2007;37;7,49;Guarapuava
A12942;29/07/2007;48;4,72;Guarapuava
A12943;30/07/2007;82;4,67;Guarapuava
A12944;31/07/2007;85;7,87;Guarapuava
A12945;01/08/2007;69;13,37;Guarapuava
A12946;02/08/2007;55;0,17;Guarapuava
A12947;03/08/2007;60;14,77;Guarapuava
A12948;04/08/2007;41;17,10;Guarapuava
A12949;05/08/2007;66;12,88;Guarapuava
A12950;06/08/2007;69;11,96;Guarapuava
A12951;07/08/2007;26;13,89;Guarapuava
A12952;08/08/2007;27;11,94;Guarapuava
A12953;09/08/2007;63;13,92;Guarapuava
A12954;10/08/2007;44;17,13;Guarapuava
A12955;11/08/2007;58;14,56;Guarapuava
A12956;12/08/2007;83;10,21;Guarapuava
A12957;13/08/2007;63;13,23;Guarapuava
A12958;14/08/2007;51;15,47;Guarapuava
A12959;15/08/2007;39;17,38;Guarapuava
A12960;16/08/2007;38;17,61;Guarapuava
A12961;17/08/2007;48;15,45;Guarapuava
A12962;18/08/2007;39;14,54;Guarapuava
A12963;19/08/2007;57;14,17;Guarapuava
A12964;20/08/2007;37;11,52;Guarapuava
A12965;21/08/2007;48;8,91;Guarapuava
A12966;22/08/2007;63;11,51;Guarapuava
A12967;24/08/2007;27;19,69;Guarapuava
A12968;25/08/2007;37;19,46;Guarapuava
A12969;26/08/2007;42;18,74;Guarapuava
A12970;27/08/2007;67;8,68;Guarapuava
A12971;28/08/2007;52;5,55;Guarapuava
A12972;29/08/2007;86;8,62;Guarapuava
A12973;02/09/2007;34;18,75;Guarapuava
A12974;03/09/2007;44;16,49;Guarapuava
A12975;04/09/2007;47;19,07;Guarapuava
A12976;05/09/2007;28;19,11;Guarapuava
A12977;06/09/2007;32;19,65;Guarapuava
A12978;07/09/2007;39;18,99;Guarapuava
A12979;09/09/2007;27;18,76;Guarapuava
A12980;10/09/2007;33;16,12;Guarapuava
A12981;11/09/2007;37;17,44;Guarapuava
A12982;12/09/2007;36;17,10;Guarapuava
A12983;13/09/2007;32;17,20;Guarapuava
A12984;15/09/2007;40;19,17;Guarapuava
A12985;16/09/2007;40;19,26;Guarapuava
A12986;17/09/2007;66;14,53;Guarapuava
A12987;18/09/2007;56;14,92;Guarapuava
A12988;19/09/2007;47;18,11;Guarapuava
A12989;20/09/2007;46;21,74;Guarapuava
A12990;21/09/2007;55;19,06;Guarapuava
A12991;22/09/2007;74;15,66;Guarapuava
A12992;23/09/2007;48;18,33;Guarapuava
A12993;24/09/2007;31;13,10;Guarapuava
A12994;25/09/2007;32;7,06;Guarapuava
A12995;26/09/2007;63;9,06;Guarapuava
A12996;27/09/2007;73;13,57;Guarapuava
A12997;28/09/2007;64;17,50;Guarapuava
A12998;29/09/2007;72;14,25;Guarapuava
A12999;30/09/2007;56;13,91;Guarapuava
A13000;01/10/2007;45;13,54;Guarapuava
A13001;02/10/2007;48;14,61;Guarapuava
A13002;03/10/2007;51;15,37;Guarapuava
A13003;04/10/2007;61;14,70;Guarapuava
A13004;05/10/2007;38;17,61;Guarapuava
A13005;06/10/2007;40;17,90;Guarapuava
A13006;07/10/2007;42;19,55;Guarapuava
A13007;08/10/2007;70;16,39;Guarapuava
A13008;09/10/2007;46;18,49;Guarapuava
A13009;10/10/2007;33;20,26;Guarapuava
A13010;11/10/2007;62;18,01;Guarapuava
A13011;12/10/2007;49;17,17;Guarapuava
A13012;13/10/2007;60;18,37;Guarapuava
A13013;14/10/2007;87;14,13;Guarapuava
A13014;18/10/2007;50;16,00;Guarapuava
A13015;19/10/2007;62;16,62;Guarapuava
A13016;20/10/2007;44;20,00;Guarapuava
A13017;21/10/2007;66;17,28;Guarapuava
A13018;22/10/2007;59;15,49;Guarapuava
A13019;23/10/2007;83;13,22;Guarapuava
A13020;24/10/2007;91;11,94;Guarapuava
A13021;25/10/2007;78;14,07;Guarapuava
A13022;27/10/2007;47;21,23;Guarapuava
A13023;28/10/2007;62;19,64;Guarapuava
A13024;29/10/2007;43;21,94;Guarapuava
A13025;30/10/2007;55;19,93;Guarapuava
A13026;31/10/2007;55;20,75;Guarapuava
A13027;01/11/2007;55;20,62;Guarapuava
A13028;02/11/2007;77;15,92;Guarapuava
A13029;03/11/2007;51;17,26;Guarapuava
A13030;04/11/2007;37;16,49;Guarapuava
A13031;05/11/2007;20;16,39;Guarapuava
A13032;06/11/2007;31;16,22;Guarapuava
A13033;07/11/2007;40;18,35;Guarapuava
A13034;08/11/2007;50;19,72;Guarapuava
A13035;09/11/2007;67;16,34;Guarapuava
A13036;10/11/2007;57;18,17;Guarapuava
A13037;11/11/2007;40;16,97;Guarapuava
A13038;17/11/2007;77;14,48;Guarapuava
A13039;18/11/2007;71;16,78;Guarapuava
A13040;20/11/2007;28;20,09;Guarapuava
A13041;21/11/2007;44;18,78;Guarapuava
A13042;22/11/2007;42;15,66;Guarapuava
A13043;23/11/2007;32;15,58;Guarapuava
A13044;24/11/2007;36;19,62;Guarapuava
A13045;25/11/2007;51;19,08;Guarapuava
A13046;26/11/2007;71;18,76;Guarapuava
A13047;27/11/2007;62;17,74;Guarapuava
A13048;28/11/2007;54;17,56;Guarapuava
A13049;29/11/2007;49;17,58;Guarapuava
A13050;30/11/2007;47;18,07;Guarapuava
A13051;01/12/2007;31;19,47;Guarapuava
A13052;02/12/2007;46;19,79;Guarapuava
A13053;03/12/2007;63;19,27;Guarapuava
A13054;04/12/2007;63;19,01;Guarapuava
A13055;05/12/2007;83;18,23;Guarapuava
A13056;08/12/2007;63;19,53;Guarapuava
A13057;09/12/2007;54;21,72;Guarapuava
A13058;10/12/2007;58;21,21;Guarapuava
A13059;11/12/2007;77;19,00;Guarapuava
A13060;14/12/2007;51;15,74;Guarapuava
A13061;15/12/2007;32;18,33;Guarapuava
A13062;17/12/2007;56;18,17;Guarapuava
A13063;18/12/2007;61;17,54;Guarapuava
A13064;19/12/2007;53;16,94;Guarapuava
A13065;20/12/2007;40;15,75;Guarapuava
A13066;21/12/2007;52;16,91;Guarapuava
A13067;22/12/2007;29;20,29;Guarapuava
A13068;23/12/2007;46;19,23;Guarapuava
A13069;24/12/2007;61;17,39;Guarapuava
A13070;28/12/2007;59;19,71;Guarapuava
A13071;29/12/2007;54;20,81;Guarapuava
A13072;30/12/2007;57;20,65;Guarapuava
A13073;31/12/2007;56;19,40;Guarapuava
A13074;01/01/2008;67;18,41;Guarapuava
A13075;05/01/2008;55;20,04;Guarapuava
A13076;06/01/2008;47;19,10;Guarapuava
A13077;07/01/2008;66;17,36;Guarapuava
A13078;08/01/2008;52;19,12;Guarapuava
A13079;09/01/2008;56;19,33;Guarapuava
A13080;10/01/2008;56;19,95;Guarapuava
A13081;11/01/2008;60;20,38;Guarapuava
A13082;12/01/2008;82;17,56;Guarapuava
A13083;15/01/2008;53;18,81;Guarapuava
A13084;16/01/2008;57;19,56;Guarapuava
A13085;17/01/2008;60;20,45;Guarapuava
A13086;18/01/2008;68;20,06;Guarapuava
A13087;19/01/2008;84;19,14;Guarapuava
A13088;24/01/2008;76;15,15;Guarapuava
A13089;01/02/2008;55;18,56;Guarapuava
A13090;02/02/2008;45;20,24;Guarapuava
A13091;03/02/2008;34;19,21;Guarapuava
A13092;04/02/2008;59;18,57;Guarapuava
A13093;05/02/2008;53;18,04;Guarapuava
A13094;06/02/2008;43;18,22;Guarapuava
A13095;07/02/2008;58;17,46;Guarapuava
A13096;09/02/2008;54;18,85;Guarapuava
A13097;10/02/2008;69;18,24;Guarapuava
A13098;12/02/2008;59;18,48;Guarapuava
A13099;13/02/2008;47;19,41;Guarapuava
A13100;15/02/2008;61;20,16;Guarapuava
A13101;16/02/2008;54;18,43;Guarapuava
A13102;17/02/2008;62;19,08;Guarapuava
A13103;18/02/2008;67;19,80;Guarapuava
A13104;19/02/2008;72;19,02;Guarapuava
A13105;20/02/2008;58;19,78;Guarapuava
A13106;21/02/2008;35;20,76;Guarapuava
A13107;22/02/2008;66;20,15;Guarapuava
A13108;23/02/2008;76;18,99;Guarapuava
A13109;26/02/2008;60;18,15;Guarapuava
A13110;27/02/2008;71;17,95;Guarapuava
A13111;28/02/2008;77;16,99;Guarapuava
A13112;02/03/2008;52;18,75;Guarapuava
A13113;03/03/2008;55;18,45;Guarapuava
A13114;04/03/2008;42;18,28;Guarapuava
A13115;05/03/2008;40;18,17;Guarapuava
A13116;06/03/2008;29;19,11;Guarapuava
A13117;07/03/2008;52;19,47;Guarapuava
A13118;08/03/2008;61;19,95;Guarapuava
A13119;09/03/2008;59;20,55;Guarapuava
A13120;10/03/2008;60;19,81;Guarapuava
A13121;11/03/2008;84;19,13;Guarapuava
A13122;14/03/2008;57;15,83;Guarapuava
A13123;15/03/2008;65;14,53;Guarapuava
A13124;16/03/2008;61;15,55;Guarapuava
A13125;17/03/2008;63;15,82;Guarapuava
A13126;18/03/2008;57;17,75;Guarapuava
A13127;19/03/2008;70;17,75;Guarapuava
A13128;20/03/2008;62;17,36;Guarapuava
A13129;21/03/2008;54;17,45;Guarapuava
A13130;22/03/2008;65;17,51;Guarapuava
A13131;23/03/2008;69;17,91;Guarapuava
A13132;24/03/2008;63;18,17;Guarapuava
A13133;25/03/2008;75;17,58;Guarapuava
A13134;26/03/2008;69;16,49;Guarapuava
A13135;27/03/2008;50;18,05;Guarapuava
A13136;28/03/2008;56;18,79;Guarapuava
A13137;29/03/2008;67;17,48;Guarapuava
A13138;30/03/2008;63;15,90;Guarapuava
A13139;31/03/2008;72;15,07;Guarapuava
A13140;01/04/2008;70;16,01;Guarapuava
A13141;02/04/2008;70;16,74;Guarapuava
A13142;03/04/2008;59;0,16;Guarapuava
A13143;04/04/2008;52;15,09;Guarapuava
A13144;05/04/2008;51;15,58;Guarapuava
A13145;06/04/2008;46;15,87;Guarapuava
A13146;07/04/2008;31;16,81;Guarapuava
A13147;08/04/2008;46;18,29;Guarapuava
A13148;09/04/2008;37;19,23;Guarapuava
A13149;10/04/2008;41;19,38;Guarapuava
A13150;11/04/2008;56;19,74;Guarapuava
A13151;12/04/2008;64;15,86;Guarapuava
A13152;13/04/2008;61;19,41;Guarapuava
A13153;14/04/2008;79;15,11;Guarapuava
A13154;15/04/2008;73;10,31;Guarapuava
A13155;16/04/2008;97;13,07;Guarapuava
A13156;17/04/2008;85;14,28;Guarapuava
A13157;18/04/2008;82;13,96;Guarapuava
A13158;19/04/2008;86;14,13;Guarapuava
A13159;20/04/2008;83;14,88;Guarapuava
A13160;21/04/2008;75;13,67;Guarapuava
A13161;22/04/2008;42;15,52;Guarapuava
A13162;23/04/2008;54;15,60;Guarapuava
A13163;24/04/2008;37;15,80;Guarapuava
A13164;25/04/2008;34;15,82;Guarapuava
A13165;26/04/2008;59;15,84;Guarapuava
A13166;27/04/2008;55;17,89;Guarapuava
A13167;28/04/2008;61;19,07;Guarapuava
A13168;29/04/2008;86;16,37;Guarapuava
A13169;30/04/2008;53;11,45;Guarapuava
A13170;01/05/2008;72;9,44;Guarapuava
A13171;02/05/2008;92;11,35;Guarapuava
A13172;04/05/2008;70;11,61;Guarapuava
A13173;05/05/2008;62;10,50;Guarapuava
A13174;06/05/2008;45;10,12;Guarapuava
A13175;07/05/2008;60;11,32;Guarapuava
A13176;08/05/2008;50;12,97;Guarapuava
A13177;09/05/2008;61;12,21;Guarapuava
A13178;10/05/2008;81;10,57;Guarapuava
A13179;12/05/2008;66;11,82;Guarapuava
A13180;13/05/2008;55;11,98;Guarapuava
A13181;14/05/2008;71;11,59;Guarapuava
A13182;15/05/2008;48;13,05;Guarapuava
A13183;16/05/2008;27;12,30;Guarapuava
A13184;17/05/2008;57;12,81;Guarapuava
A13185;19/05/2008;55;17,78;Guarapuava
A13186;20/05/2008;53;19,03;Guarapuava
A13187;22/05/2008;36;17,87;Guarapuava
A13188;23/05/2008;43;16,98;Guarapuava
A13189;24/05/2008;48;16,85;Guarapuava
A13190;25/05/2008;51;16,41;Guarapuava
A13191;26/05/2008;62;15,78;Guarapuava
A13192;27/05/2008;50;16,57;Guarapuava
A13193;28/05/2008;56;16,71;Guarapuava
A13194;30/05/2008;35;7,98;Guarapuava
A13195;31/05/2008;58;5,04;Guarapuava
A13196;02/06/2008;80;9,64;Guarapuava
A13197;03/06/2008;89;9,22;Guarapuava
A13198;04/06/2008;82;10,19;Guarapuava
A13199;05/06/2008;71;14,70;Guarapuava
A13200;06/06/2008;52;16,95;Guarapuava
A13201;07/06/2008;71;15,31;Guarapuava
A13202;08/06/2008;66;16,31;Guarapuava
A13203;09/06/2008;45;16,58;Guarapuava
A13204;10/06/2008;35;7,79;Guarapuava
A13205;11/06/2008;47;8,59;Guarapuava
A13206;12/06/2008;82;12,50;Guarapuava
A13207;13/06/2008;92;12,43;Guarapuava
A13208;14/06/2008;82;15,26;Guarapuava
A13209;16/06/2008;29;35,66;Guarapuava
A13210;17/06/2008;25;6,82;Guarapuava
A13211;18/06/2008;14;11,88;Guarapuava
A13212;19/06/2008;33;14,48;Guarapuava
A13213;20/06/2008;72;16,07;Guarapuava
A13214;21/06/2008;35;10,79;Guarapuava
A13215;22/06/2008;36;7,26;Guarapuava
A13216;24/06/2008;78;8,78;Guarapuava
A13217;26/06/2008;85;10,01;Guarapuava
A13218;27/06/2008;89;12,11;Guarapuava
A13219;28/06/2008;93;12,72;Guarapuava
A13220;29/06/2008;83;11,83;Guarapuava
A13221;30/06/2008;44;12,40;Guarapuava
A13222;01/07/2008;33;13,68;Guarapuava
A13223;02/07/2008;48;14,69;Guarapuava
A13224;03/07/2008;62;13,73;Guarapuava
A13225;04/07/2008;70;12,12;Guarapuava
A13226;05/07/2008;61;12,17;Guarapuava
A13227;06/07/2008;55;12,31;Guarapuava
A13228;07/07/2008;53;15,19;Guarapuava
A13229;08/07/2008;54;15,28;Guarapuava
A13230;09/07/2008;59;15,26;Guarapuava
A13231;11/07/2008;53;11,92;Guarapuava
A13232;12/07/2008;57;12,37;Guarapuava
A13233;13/07/2008;58;12,69;Guarapuava
A13234;14/07/2008;43;14,30;Guarapuava
A13235;15/07/2008;35;13,29;Guarapuava
A13236;16/07/2008;45;13,70;Guarapuava
A13237;17/07/2008;35;15,33;Guarapuava
A13238;18/07/2008;40;15,85;Guarapuava
A13239;19/07/2008;44;15,86;Guarapuava
A13240;20/07/2008;47;16,51;Guarapuava
A13241;21/07/2008;46;17,17;Guarapuava
A13242;22/07/2008;58;14,47;Guarapuava
A13243;23/07/2008;74;14,41;Guarapuava
A13244;24/07/2008;79;13,48;Guarapuava
A13245;25/07/2008;20;13,29;Guarapuava
A13246;26/07/2008;47;9,02;Guarapuava
A13247;27/07/2008;60;12,22;Guarapuava
A13248;28/07/2008;38;18,42;Guarapuava
A13249;29/07/2008;40;18,57;Guarapuava
A13250;30/07/2008;46;17,82;Guarapuava
A13251;31/07/2008;65;13,76;Guarapuava
A13252;01/08/2008;80;13,09;Guarapuava
A13253;02/08/2008;63;14,57;Guarapuava
A13254;03/08/2008;39;12,44;Guarapuava
A13255;04/08/2008;46;9,53;Guarapuava
A13256;05/08/2008;60;12,54;Guarapuava
A13257;06/08/2008;92;13,73;Guarapuava
A13258;07/08/2008;85;13,96;Guarapuava
A13259;08/08/2008;82;13,32;Guarapuava
A13260;10/08/2008;88;10,57;Guarapuava
A13261;11/08/2008;73;12,68;Guarapuava
A13262;12/08/2008;44;16,00;Guarapuava
A13263;13/08/2008;89;11,85;Guarapuava
A13264;14/08/2008;95;12,33;Guarapuava
A13265;16/08/2008;64;16,28;Guarapuava
A13266;17/08/2008;32;19,58;Guarapuava
A13267;18/08/2008;29;20,27;Guarapuava
A13268;19/08/2008;33;20,28;Guarapuava
A13269;20/08/2008;27;19,17;Guarapuava
A13270;21/08/2008;32;18,91;Guarapuava
A13271;22/08/2008;69;14,44;Guarapuava
A13272;23/08/2008;87;10,45;Guarapuava
A13273;24/08/2008;59;13,58;Guarapuava
A13274;25/08/2008;31;18,95;Guarapuava
A13275;26/08/2008;26;18,97;Guarapuava
A13276;28/08/2008;34;17,69;Guarapuava
A13277;29/08/2008;29;11,02;Guarapuava
A13278;30/08/2008;50;8,28;Guarapuava
A13279;31/08/2008;55;8,98;Guarapuava
A13280;01/09/2008;40;12,21;Guarapuava
A13281;02/09/2008;35;17,65;Guarapuava
A13282;03/09/2008;24;21,57;Guarapuava
A13283;04/09/2008;30;22,61;Guarapuava
A13284;05/09/2008;41;17,71;Guarapuava
A13285;06/09/2008;71;10,42;Guarapuava
A13286;07/09/2008;32;8,13;Guarapuava
A13287;08/09/2008;59;9,89;Guarapuava
A13288;09/09/2008;74;12,06;Guarapuava
A13289;10/09/2008;60;16,49;Guarapuava
A13290;11/09/2008;45;20,29;Guarapuava
A13291;12/09/2008;61;14,42;Guarapuava
A13292;13/09/2008;63;14,29;Guarapuava
A13293;14/09/2008;40;11,37;Guarapuava
A13294;15/09/2008;54;11,47;Guarapuava
A13295;16/09/2008;45;12,49;Guarapuava
A13296;17/09/2008;43;11,75;Guarapuava
A13297;18/09/2008;44;10,42;Guarapuava
A13298;19/09/2008;48;10,97;Guarapuava
A13299;21/09/2008;60;10,53;Guarapuava
A13300;22/09/2008;61;7,68;Guarapuava
A13301;23/09/2008;50;10,86;Guarapuava
A13302;24/09/2008;54;11,33;Guarapuava
A13303;25/09/2008;56;10,93;Guarapuava
A13304;27/09/2008;68;10,99;Guarapuava
A13305;28/09/2008;50;12,27;Guarapuava
A13306;29/09/2008;57;13,40;Guarapuava
A13307;30/09/2008;59;14,82;Guarapuava
A13308;01/10/2008;84;14,89;Guarapuava
A13309;02/10/2008;49;16,89;Guarapuava
A13310;03/10/2008;49;16,59;Guarapuava
A13311;04/10/2008;93;14,61;Guarapuava
A13312;05/10/2008;64;13,96;Guarapuava
A13313;06/10/2008;76;13,21;Guarapuava
A13314;07/10/2008;38;15,22;Guarapuava
A13315;08/10/2008;58;12,04;Guarapuava
A13316;09/10/2008;68;9,87;Guarapuava
A13317;10/10/2008;71;12,61;Guarapuava
A13318;11/10/2008;86;12,31;Guarapuava
