ID;DT_NOTIFIC;UMIDADE;TEMPERATURA;REGIAO
A550;26/03/2008;67;18,18;Ponta Grossa
A551;27/03/2008;40;19,09;Ponta Grossa
A552;28/03/2008;28;19,93;Ponta Grossa
A553;29/03/2008;57;19,57;Ponta Grossa
A554;31/03/2008;54;17,15;Ponta Grossa
A555;01/04/2008;42;17,94;Ponta Grossa
A556;02/04/2008;49;17,83;Ponta Grossa
A557;03/04/2008;55;18,39;Ponta Grossa
A558;04/04/2008;61;17,21;Ponta Grossa
A559;05/04/2008;39;17,71;Ponta Grossa
A560;06/04/2008;54;17,25;Ponta Grossa
A561;08/04/2008;31;19,08;Ponta Grossa
A562;09/04/2008;32;19,15;Ponta Grossa
A563;10/04/2008;42;21,17;Ponta Grossa
A564;11/04/2008;49;20,23;Ponta Grossa
A565;12/04/2008;75;16,72;Ponta Grossa
A566;13/04/2008;63;19,04;Ponta Grossa
A567;15/04/2008;82;13,36;Ponta Grossa
A568;16/04/2008;81;15,19;Ponta Grossa
A569;17/04/2008;68;16,57;Ponta Grossa
A570;18/04/2008;52;16,86;Ponta Grossa
A571;19/04/2008;79;16,25;Ponta Grossa
A572;20/04/2008;69;17,57;Ponta Grossa
A573;21/04/2008;58;15,82;Ponta Grossa
A574;22/04/2008;46;15,62;Ponta Grossa
A575;23/04/2008;42;16,01;Ponta Grossa
A576;24/04/2008;42;16,18;Ponta Grossa
A577;26/04/2008;45;16,04;Ponta Grossa
A578;27/04/2008;41;18,37;Ponta Grossa
A579;28/04/2008;46;18,77;Ponta Grossa
A580;29/04/2008;74;17,62;Ponta Grossa
A581;30/04/2008;86;14,34;Ponta Grossa
A582;04/05/2008;65;13,17;Ponta Grossa
A583;06/05/2008;35;11,76;Ponta Grossa
A584;07/05/2008;40;11,39;Ponta Grossa
A585;08/05/2008;48;12,28;Ponta Grossa
A586;09/05/2008;66;14,58;Ponta Grossa
A587;10/05/2008;62;12,89;Ponta Grossa
A588;11/05/2008;63;12,88;Ponta Grossa
A589;12/05/2008;58;13,45;Ponta Grossa
A590;13/05/2008;57;13,34;Ponta Grossa
A591;14/05/2008;56;13,69;Ponta Grossa
A592;15/05/2008;38;12,51;Ponta Grossa
A593;16/05/2008;31;12,23;Ponta Grossa
A594;17/05/2008;49;13,08;Ponta Grossa
A595;18/05/2008;35;15,12;Ponta Grossa
A596;19/05/2008;34;15,76;Ponta Grossa
A597;20/05/2008;33;16,60;Ponta Grossa
A598;22/05/2008;34;15,98;Ponta Grossa
A599;23/05/2008;31;15,52;Ponta Grossa
A600;24/05/2008;40;15,44;Ponta Grossa
A601;25/05/2008;59;16,28;Ponta Grossa
A602;26/05/2008;53;16,39;Ponta Grossa
A603;27/05/2008;31;15,77;Ponta Grossa
A604;28/05/2008;39;15,58;Ponta Grossa
A605;29/05/2008;67;16,82;Ponta Grossa
A606;31/05/2008;68;8,22;Ponta Grossa
A607;03/06/2008;71;12,71;Ponta Grossa
A608;04/06/2008;66;14,49;Ponta Grossa
A609;05/06/2008;60;15,97;Ponta Grossa
A610;06/06/2008;51;16,27;Ponta Grossa
A611;07/06/2008;60;14,83;Ponta Grossa
A612;08/06/2008;45;16,34;Ponta Grossa
A613;09/06/2008;53;16,12;Ponta Grossa
A614;10/06/2008;33;12,17;Ponta Grossa
A615;11/06/2008;28;9,38;Ponta Grossa
A616;12/06/2008;82;13,42;Ponta Grossa
A617;15/06/2008;57;15,32;Ponta Grossa
A618;16/06/2008;21;5,17;Ponta Grossa
A619;17/06/2008;24;5,57;Ponta Grossa
A620;18/06/2008;12;8,71;Ponta Grossa
A621;19/06/2008;20;11,50;Ponta Grossa
A622;20/06/2008;55;15,85;Ponta Grossa
A623;22/06/2008;29;10,94;Ponta Grossa
A624;23/06/2008;78;9,98;Ponta Grossa
A625;28/06/2008;56;13,54;Ponta Grossa
A626;29/06/2008;42;12,65;Ponta Grossa
A627;30/06/2008;24;12,84;Ponta Grossa
A628;01/07/2008;38;12,01;Ponta Grossa
A629;02/07/2008;31;13,58;Ponta Grossa
A630;03/07/2008;41;14,11;Ponta Grossa
A631;04/07/2008;51;11,71;Ponta Grossa
A632;05/07/2008;42;11,02;Ponta Grossa
A633;06/07/2008;41;11,24;Ponta Grossa
A634;07/07/2008;34;13,27;Ponta Grossa
A635;08/07/2008;33;13,89;Ponta Grossa
A636;09/07/2008;37;15,03;Ponta Grossa
A637;10/07/2008;55;13,70;Ponta Grossa
A638;11/07/2008;58;12,85;Ponta Grossa
A639;12/07/2008;34;14,62;Ponta Grossa
A640;14/07/2008;36;12,22;Ponta Grossa
A641;15/07/2008;28;10,71;Ponta Grossa
A642;16/07/2008;30;10,67;Ponta Grossa
A643;17/07/2008;34;11,77;Ponta Grossa
A644;18/07/2008;35;12,66;Ponta Grossa
A645;19/07/2008;31;13,39;Ponta Grossa
A646;20/07/2008;29;14,11;Ponta Grossa
A647;21/07/2008;32;14,35;Ponta Grossa
A648;22/07/2008;35;14,15;Ponta Grossa
A649;23/07/2008;50;16,03;Ponta Grossa
A650;25/07/2008;28;15,49;Ponta Grossa
A651;26/07/2008;50;11,31;Ponta Grossa
A652;27/07/2008;36;12,97;Ponta Grossa
A653;28/07/2008;23;15,27;Ponta Grossa
A654;29/07/2008;30;15,19;Ponta Grossa
A655;30/07/2008;39;15,33;Ponta Grossa
A656;31/07/2008;66;14,79;Ponta Grossa
A657;01/08/2008;82;14,67;Ponta Grossa
A658;03/08/2008;69;13,27;Ponta Grossa
A659;04/08/2008;46;10,22;Ponta Grossa
A660;05/08/2008;79;11,00;Ponta Grossa
A661;11/08/2008;67;14,34;Ponta Grossa
A662;12/08/2008;43;17,32;Ponta Grossa
A663;13/08/2008;72;13,37;Ponta Grossa
A664;14/08/2008;71;14,19;Ponta Grossa
A665;15/08/2008;54;15,71;Ponta Grossa
A666;16/08/2008;46;17,44;Ponta Grossa
A667;17/08/2008;31;18,58;Ponta Grossa
A668;18/08/2008;25;17,69;Ponta Grossa
A669;19/08/2008;25;18,12;Ponta Grossa
A670;20/08/2008;20;17,24;Ponta Grossa
A671;21/08/2008;30;16,72;Ponta Grossa
A672;22/08/2008;49;16,78;Ponta Grossa
A673;23/08/2008;81;11,92;Ponta Grossa
A674;24/08/2008;40;15,48;Ponta Grossa
A675;25/08/2008;22;18,90;Ponta Grossa
A676;26/08/2008;28;17,91;Ponta Grossa
A677;27/08/2008;28;16,98;Ponta Grossa
A678;28/08/2008;26;15,65;Ponta Grossa
A679;29/08/2008;31;15,06;Ponta Grossa
A680;30/08/2008;52;11,10;Ponta Grossa
A681;31/08/2008;51;10,63;Ponta Grossa
A682;01/09/2008;24;14,22;Ponta Grossa
A683;02/09/2008;19;14,95;Ponta Grossa
A684;03/09/2008;26;18,42;Ponta Grossa
A685;04/09/2008;23;19,24;Ponta Grossa
A686;05/09/2008;35;18,78;Ponta Grossa
A687;06/09/2008;71;14,68;Ponta Grossa
A688;07/09/2008;27;11,37;Ponta Grossa
A689;08/09/2008;57;11,65;Ponta Grossa
A690;09/09/2008;81;13,02;Ponta Grossa
A691;10/09/2008;36;18,53;Ponta Grossa
A692;11/09/2008;33;20,11;Ponta Grossa
A693;12/09/2008;58;17,97;Ponta Grossa
A694;13/09/2008;71;16,50;Ponta Grossa
A695;14/09/2008;54;14,17;Ponta Grossa
A696;15/09/2008;73;12,52;Ponta Grossa
A697;16/09/2008;55;13,23;Ponta Grossa
A698;18/09/2008;41;11,80;Ponta Grossa
A699;19/09/2008;52;12,26;Ponta Grossa
A700;20/09/2008;84;12,59;Ponta Grossa
A701;21/09/2008;51;13,73;Ponta Grossa
A702;22/09/2008;50;10,97;Ponta Grossa
A703;23/09/2008;41;12,90;Ponta Grossa
A704;24/09/2008;47;13,02;Ponta Grossa
A705;25/09/2008;57;13,04;Ponta Grossa
A706;26/09/2008;53;14,44;Ponta Grossa
A707;27/09/2008;52;13,53;Ponta Grossa
A708;28/09/2008;45;14,19;Ponta Grossa
A709;29/09/2008;50;15,27;Ponta Grossa
A710;30/09/2008;52;16,00;Ponta Grossa
A711;01/10/2008;77;16,02;Ponta Grossa
A712;02/10/2008;51;18,19;Ponta Grossa
A713;03/10/2008;52;17,29;Ponta Grossa
A714;04/10/2008;84;16,06;Ponta Grossa
A715;05/10/2008;54;16,22;Ponta Grossa
A716;06/10/2008;79;14,20;Ponta Grossa
A717;07/10/2008;36;16,09;Ponta Grossa
A718;08/10/2008;59;13,61;Ponta Grossa
A719;09/10/2008;68;11,48;Ponta Grossa
A720;10/10/2008;71;13,90;Ponta Grossa
A721;11/10/2008;84;14,21;Ponta Grossa
A722;12/10/2008;48;18,85;Ponta Grossa
A723;13/10/2008;33;21,04;Ponta Grossa
A724;14/10/2008;30;22,43;Ponta Grossa
A725;15/10/2008;33;23,12;Ponta Grossa
A726;16/10/2008;55;18,92;Ponta Grossa
A727;17/10/2008;81;17,01;Ponta Grossa
A728;18/10/2008;88;14,55;Ponta Grossa
A729;19/10/2008;72;15,27;Ponta Grossa
A730;20/10/2008;66;16,33;Ponta Grossa
A731;21/10/2008;56;19,20;Ponta Grossa
A732;22/10/2008;55;20,01;Ponta Grossa
A733;23/10/2008;53;21,03;Ponta Grossa
A734;24/10/2008;46;21,26;Ponta Grossa
A735;25/10/2008;39;23,05;Ponta Grossa
A736;26/10/2008;48;21,08;Ponta Grossa
A737;27/10/2008;56;21,05;Ponta Grossa
A738;28/10/2008;66;17,79;Ponta Grossa
A739;29/10/2008;77;15,90;Ponta Grossa
A740;30/10/2008;64;18,10;Ponta Grossa
A741;31/10/2008;80;16,74;Ponta Grossa
A742;01/11/2008;61;16,45;Ponta Grossa
A743;02/11/2008;87;16,23;Ponta Grossa
A744;03/11/2008;49;18,94;Ponta Grossa
A745;04/11/2008;39;20,77;Ponta Grossa
A746;05/11/2008;59;20,13;Ponta Grossa
A747;06/11/2008;73;18,04;Ponta Grossa
A748;07/11/2008;47;19,22;Ponta Grossa
A749;08/11/2008;57;20,15;Ponta Grossa
A750;09/11/2008;58;19,50;Ponta Grossa
A751;10/11/2008;51;20,02;Ponta Grossa
A752;11/11/2008;67;18,14;Ponta Grossa
A753;12/11/2008;65;17,18;Ponta Grossa
A754;13/11/2008;65;16,18;Ponta Grossa
A755;14/11/2008;38;19,70;Ponta Grossa
A756;15/11/2008;26;20,12;Ponta Grossa
A757;16/11/2008;51;18,72;Ponta Grossa
A758;17/11/2008;72;15,26;Ponta Grossa
A759;18/11/2008;42;17,77;Ponta Grossa
A760;19/11/2008;54;16,47;Ponta Grossa
A761;20/11/2008;46;16,04;Ponta Grossa
A762;21/11/2008;56;15,53;Ponta Grossa
A763;22/11/2008;51;17,08;Ponta Grossa
A764;23/11/2008;57;18,36;Ponta Grossa
A765;24/11/2008;39;19,20;Ponta Grossa
A766;26/11/2008;52;19,02;Ponta Grossa
A767;28/11/2008;44;19,49;Ponta Grossa
A768;29/11/2008;44;19,55;Ponta Grossa
A769;30/11/2008;36;20,37;Ponta Grossa
A770;01/12/2008;40;20,64;Ponta Grossa
A771;02/12/2008;51;19,52;Ponta Grossa
A772;03/12/2008;38;16,83;Ponta Grossa
A773;04/12/2008;28;15,92;Ponta Grossa
A774;06/12/2008;36;18,54;Ponta Grossa
A775;07/12/2008;35;20,23;Ponta Grossa
A776;09/12/2008;30;22,32;Ponta Grossa
A777;10/12/2008;41;21,19;Ponta Grossa
A778;11/12/2008;63;19,22;Ponta Grossa
A779;12/12/2008;57;17,60;Ponta Grossa
A780;13/12/2008;40;17,80;Ponta Grossa
A781;14/12/2008;41;17,66;Ponta Grossa
A782;15/12/2008;57;17,56;Ponta Grossa
A783;16/12/2008;56;17,91;Ponta Grossa
A784;17/12/2008;56;17,46;Ponta Grossa
A785;18/12/2008;48;18,57;Ponta Grossa
A786;19/12/2008;33;19,74;Ponta Grossa
A787;20/12/2008;38;20,76;Ponta Grossa
A788;21/12/2008;28;20,59;Ponta Grossa
A789;22/12/2008;45;20,37;Ponta Grossa
A790;23/12/2008;33;22,86;Ponta Grossa
A791;24/12/2008;44;23,12;Ponta Grossa
A792;25/12/2008;46;20,67;Ponta Grossa
A793;26/12/2008;57;18,27;Ponta Grossa
A794;27/12/2008;58;17,15;Ponta Grossa
A795;28/12/2008;36;20,51;Ponta Grossa
A796;29/12/2008;29;22,11;Ponta Grossa
A797;30/12/2008;50;21,74;Ponta Grossa
A798;31/12/2008;66;20,54;Ponta Grossa
A799;01/01/2009;43;22,15;Ponta Grossa
A800;02/01/2009;73;18,82;Ponta Grossa
A801;03/01/2009;69;19,33;Ponta Grossa
A802;04/01/2009;59;16,04;Ponta Grossa
A803;05/01/2009;79;14,33;Ponta Grossa
A804;06/01/2009;54;16,51;Ponta Grossa
A805;07/01/2009;34;19,64;Ponta Grossa
A806;08/01/2009;28;20,94;Ponta Grossa
A807;09/01/2009;35;21,99;Ponta Grossa
A808;10/01/2009;50;21,41;Ponta Grossa
A809;11/01/2009;72;18,14;Ponta Grossa
A810;12/01/2009;46;20,68;Ponta Grossa
A811;13/01/2009;47;19,99;Ponta Grossa
A812;15/01/2009;52;21,29;Ponta Grossa
A813;16/01/2009;61;20,53;Ponta Grossa
A814;17/01/2009;68;18,62;Ponta Grossa
A815;19/01/2009;67;20,32;Ponta Grossa
A816;20/01/2009;87;19,23;Ponta Grossa
A817;21/01/2009;65;17,88;Ponta Grossa
A818;22/01/2009;61;17,08;Ponta Grossa
A819;23/01/2009;58;16,99;Ponta Grossa
A820;24/01/2009;66;17,77;Ponta Grossa
A821;25/01/2009;70;19,43;Ponta Grossa
A822;26/01/2009;58;20,48;Ponta Grossa
A823;27/01/2009;89;19,00;Ponta Grossa
A824;28/01/2009;74;20,03;Ponta Grossa
A825;29/01/2009;68;21,04;Ponta Grossa
A826;30/01/2009;43;21,87;Ponta Grossa
A827;31/01/2009;36;22,07;Ponta Grossa
A828;01/02/2009;31;20,69;Ponta Grossa
A829;02/02/2009;50;20,47;Ponta Grossa
A830;03/02/2009;72;20,10;Ponta Grossa
A831;07/02/2009;64;21,38;Ponta Grossa
A832;08/02/2009;62;22,23;Ponta Grossa
A833;09/02/2009;57;22,36;Ponta Grossa
A834;10/02/2009;56;22,27;Ponta Grossa
A835;11/02/2009;68;21,77;Ponta Grossa
A836;12/02/2009;57;20,72;Ponta Grossa
A837;13/02/2009;60;18,05;Ponta Grossa
A838;14/02/2009;76;16,87;Ponta Grossa
A839;15/02/2009;72;18,51;Ponta Grossa
A840;16/02/2009;92;18,54;Ponta Grossa
A841;17/02/2009;57;20,79;Ponta Grossa
A842;18/02/2009;47;22,78;Ponta Grossa
A843;19/02/2009;48;22,49;Ponta Grossa
A844;20/02/2009;39;22,66;Ponta Grossa
A845;21/02/2009;45;22,64;Ponta Grossa
A846;22/02/2009;40;21,59;Ponta Grossa
A847;23/02/2009;41;22,91;Ponta Grossa
A848;24/02/2009;58;21,26;Ponta Grossa
A849;25/02/2009;69;19,17;Ponta Grossa
A850;26/02/2009;67;19,98;Ponta Grossa
A851;27/02/2009;62;21,24;Ponta Grossa
A852;28/02/2009;48;22,27;Ponta Grossa
A853;03/03/2009;42;24,32;Ponta Grossa
A854;04/03/2009;42;24,30;Ponta Grossa
A855;05/03/2009;27;23,51;Ponta Grossa
A856;06/03/2009;46;22,40;Ponta Grossa
A857;08/03/2009;56;20,94;Ponta Grossa
A858;09/03/2009;46;20,55;Ponta Grossa
A859;10/03/2009;70;19,93;Ponta Grossa
A860;11/03/2009;75;19,38;Ponta Grossa
A861;12/03/2009;59;20,84;Ponta Grossa
A862;14/03/2009;34;20,13;Ponta Grossa
A863;15/03/2009;34;19,06;Ponta Grossa
A864;16/03/2009;45;19,07;Ponta Grossa
A865;17/03/2009;28;21,15;Ponta Grossa
A866;18/03/2009;51;19,47;Ponta Grossa
A867;19/03/2009;68;18,98;Ponta Grossa
A868;20/03/2009;69;19,35;Ponta Grossa
A869;21/03/2009;66;19,48;Ponta Grossa
A870;22/03/2009;52;19,88;Ponta Grossa
A871;23/03/2009;41;20,47;Ponta Grossa
A872;24/03/2009;46;20,05;Ponta Grossa
A873;25/03/2009;41;19,33;Ponta Grossa
A874;27/03/2009;42;19,67;Ponta Grossa
A875;28/03/2009;43;20,54;Ponta Grossa
A876;29/03/2009;41;19,08;Ponta Grossa
A877;30/03/2009;47;20,77;Ponta Grossa
A878;01/04/2009;42;20,38;Ponta Grossa
A879;03/04/2009;63;18,67;Ponta Grossa
A880;04/04/2009;49;20,80;Ponta Grossa
A881;05/04/2009;46;20,35;Ponta Grossa
A882;06/04/2009;58;20,97;Ponta Grossa
A883;07/04/2009;47;20,64;Ponta Grossa
A884;08/04/2009;48;20,59;Ponta Grossa
A885;09/04/2009;48;20,44;Ponta Grossa
A886;10/04/2009;25;18,75;Ponta Grossa
A887;11/04/2009;32;18,11;Ponta Grossa
A888;12/04/2009;49;18,02;Ponta Grossa
A889;13/04/2009;48;18,73;Ponta Grossa
A890;14/04/2009;48;19,59;Ponta Grossa
A891;15/04/2009;60;17,88;Ponta Grossa
A892;17/04/2009;34;17,25;Ponta Grossa
A893;18/04/2009;31;16,22;Ponta Grossa
A894;19/04/2009;30;15,89;Ponta Grossa
A895;20/04/2009;44;17,37;Ponta Grossa
A896;23/04/2009;47;17,47;Ponta Grossa
A897;24/04/2009;56;15,14;Ponta Grossa
A898;25/04/2009;51;16,02;Ponta Grossa
A899;26/04/2009;40;15,90;Ponta Grossa
A900;27/04/2009;46;15,64;Ponta Grossa
A901;29/04/2009;30;15,86;Ponta Grossa
A902;30/04/2009;35;17,08;Ponta Grossa
A903;01/05/2009;62;15,76;Ponta Grossa
A904;02/05/2009;59;15,31;Ponta Grossa
A905;03/05/2009;55;15,69;Ponta Grossa
A906;04/05/2009;62;15,21;Ponta Grossa
A907;05/05/2009;51;13,45;Ponta Grossa
A908;06/05/2009;52;15,54;Ponta Grossa
A909;07/05/2009;49;14,78;Ponta Grossa
A910;08/05/2009;68;14,09;Ponta Grossa
A911;09/05/2009;61;17,15;Ponta Grossa
A912;10/05/2009;53;18,23;Ponta Grossa
A913;11/05/2009;50;18,61;Ponta Grossa
A914;13/05/2009;44;19,32;Ponta Grossa
A915;14/05/2009;77;16,46;Ponta Grossa
A916;15/05/2009;44;12,76;Ponta Grossa
A917;16/05/2009;29;8,70;Ponta Grossa
A918;17/05/2009;38;12,76;Ponta Grossa
A919;18/05/2009;27;13,96;Ponta Grossa
A920;19/05/2009;38;15,40;Ponta Grossa
A921;20/05/2009;60;16,08;Ponta Grossa
A922;21/05/2009;44;14,67;Ponta Grossa
A923;22/05/2009;45;15,81;Ponta Grossa
A924;23/05/2009;44;14,35;Ponta Grossa
A925;25/05/2009;86;14,39;Ponta Grossa
A926;26/05/2009;79;15,74;Ponta Grossa
A927;27/05/2009;68;14,87;Ponta Grossa
A928;28/05/2009;68;17,17;Ponta Grossa
A929;29/05/2009;87;13,80;Ponta Grossa
A930;30/05/2009;78;14,27;Ponta Grossa
A931;31/05/2009;80;14,99;Ponta Grossa
A932;01/06/2009;70;7,52;Ponta Grossa
A933;02/06/2009;39;7,18;Ponta Grossa
A934;03/06/2009;22;5,86;Ponta Grossa
A935;05/06/2009;31;10,62;Ponta Grossa
A936;06/06/2009;22;11,43;Ponta Grossa
A937;07/06/2009;60;10,16;Ponta Grossa
A938;08/06/2009;44;12,52;Ponta Grossa
A939;09/06/2009;39;12,71;Ponta Grossa
A940;10/06/2009;70;12,83;Ponta Grossa
A941;11/06/2009;61;14,01;Ponta Grossa
A942;12/06/2009;45;12,40;Ponta Grossa
A943;13/06/2009;49;11,87;Ponta Grossa
A944;14/06/2009;50;10,52;Ponta Grossa
A945;15/06/2009;42;12,54;Ponta Grossa
A946;17/06/2009;40;11,72;Ponta Grossa
A947;18/06/2009;35;8,54;Ponta Grossa
A948;19/06/2009;41;11,47;Ponta Grossa
A949;20/06/2009;40;12,51;Ponta Grossa
A950;21/06/2009;40;12,84;Ponta Grossa
A951;22/06/2009;34;12,46;Ponta Grossa
A952;23/06/2009;44;12,88;Ponta Grossa
A953;24/06/2009;81;14,40;Ponta Grossa
A954;25/06/2009;80;13,06;Ponta Grossa
A955;26/06/2009;79;13,09;Ponta Grossa
A956;27/06/2009;84;12,77;Ponta Grossa
A957;28/06/2009;70;14,18;Ponta Grossa
A958;29/06/2009;52;15,16;Ponta Grossa
A959;30/06/2009;84;15,62;Ponta Grossa
A960;01/07/2009;50;15,53;Ponta Grossa
A961;02/07/2009;60;14,69;Ponta Grossa
A962;04/07/2009;36;12,57;Ponta Grossa
A963;05/07/2009;74;11,86;Ponta Grossa
A964;06/07/2009;64;15,42;Ponta Grossa
A965;07/07/2009;54;15,18;Ponta Grossa
A966;08/07/2009;51;14,57;Ponta Grossa
A967;09/07/2009;64;15,84;Ponta Grossa
A968;10/07/2009;85;14,59;Ponta Grossa
A969;11/07/2009;85;13,68;Ponta Grossa
A970;12/07/2009;58;9,38;Ponta Grossa
A971;13/07/2009;33;10,25;Ponta Grossa
A972;14/07/2009;50;12,87;Ponta Grossa
A973;15/07/2009;87;10,61;Ponta Grossa
A974;16/07/2009;59;13,55;Ponta Grossa
A975;17/07/2009;64;16,56;Ponta Grossa
A976;18/07/2009;52;17,48;Ponta Grossa
A977;19/07/2009;56;13,91;Ponta Grossa
A978;20/07/2009;67;11,43;Ponta Grossa
A979;21/07/2009;56;12,82;Ponta Grossa
A980;22/07/2009;60;14,77;Ponta Grossa
A981;25/07/2009;90;10,01;Ponta Grossa
A982;26/07/2009;96;11,74;Ponta Grossa
A983;27/07/2009;93;14,33;Ponta Grossa
A984;30/07/2009;66;13,41;Ponta Grossa
A985;31/07/2009;91;10,72;Ponta Grossa
A986;01/08/2009;87;11,90;Ponta Grossa
A987;02/08/2009;85;13,46;Ponta Grossa
A988;03/08/2009;18;15,23;Ponta Grossa
A989;04/08/2009;51;12,42;Ponta Grossa
A990;05/08/2009;39;15,15;Ponta Grossa
A991;06/08/2009;33;18,64;Ponta Grossa
A992;07/08/2009;69;15,92;Ponta Grossa
A993;08/08/2009;37;17,38;Ponta Grossa
A994;09/08/2009;38;17,32;Ponta Grossa
A995;10/08/2009;63;12,06;Ponta Grossa
A996;11/08/2009;57;10,81;Ponta Grossa
A997;12/08/2009;57;11,73;Ponta Grossa
A998;13/08/2009;40;14,81;Ponta Grossa
A999;14/08/2009;30;15,11;Ponta Grossa
A1000;15/08/2009;26;13,89;Ponta Grossa
A1001;16/08/2009;41;15,04;Ponta Grossa
A1002;17/08/2009;56;14,98;Ponta Grossa
A1003;18/08/2009;89;13,73;Ponta Grossa
A1004;19/08/2009;79;15,61;Ponta Grossa
A1005;20/08/2009;82;15,53;Ponta Grossa
A1006;21/08/2009;47;10,86;Ponta Grossa
A1007;22/08/2009;55;9,43;Ponta Grossa
A1008;23/08/2009;78;11,43;Ponta Grossa
A1009;24/08/2009;77;13,39;Ponta Grossa
A1010;25/08/2009;67;13,66;Ponta Grossa
A1011;26/08/2009;61;13,80;Ponta Grossa
A1012;27/08/2009;49;15,52;Ponta Grossa
A1013;28/08/2009;39;15,85;Ponta Grossa
A1014;29/08/2009;26;16,03;Ponta Grossa
A1015;30/08/2009;27;16,72;Ponta Grossa
A1016;31/08/2009;26;16,62;Ponta Grossa
A1017;01/09/2009;30;18,78;Ponta Grossa
A1018;02/09/2009;35;19,99;Ponta Grossa
A1019;03/09/2009;67;16,66;Ponta Grossa
A1020;04/09/2009;77;17,30;Ponta Grossa
A1021;05/09/2009;63;18,07;Ponta Grossa
A1022;06/09/2009;70;16,78;Ponta Grossa
A1023;07/09/2009;59;15,12;Ponta Grossa
A1024;08/09/2009;80;16,31;Ponta Grossa
A1025;09/09/2009;88;17,32;Ponta Grossa
A1026;10/09/2009;72;17,39;Ponta Grossa
A1027;11/09/2009;84;15,73;Ponta Grossa
A1028;12/09/2009;48;18,11;Ponta Grossa
A1029;13/09/2009;59;19,92;Ponta Grossa
A1030;14/09/2009;78;15,97;Ponta Grossa
A1031;15/09/2009;74;15,78;Ponta Grossa
A1032;16/09/2009;45;17,72;Ponta Grossa
A1033;17/09/2009;43;17,27;Ponta Grossa
A1034;19/09/2009;73;17,24;Ponta Grossa
A1035;20/09/2009;24;15,94;Ponta Grossa
A1036;21/09/2009;73;14,71;Ponta Grossa
A1037;22/09/2009;70;16,58;Ponta Grossa
A1038;23/09/2009;58;17,32;Ponta Grossa
A1039;24/09/2009;45;13,99;Ponta Grossa
A1040;25/09/2009;57;13,24;Ponta Grossa
A1041;26/09/2009;47;16,76;Ponta Grossa
A1042;27/09/2009;50;20,85;Ponta Grossa
A1043;28/09/2009;67;20,99;Ponta Grossa
A1044;29/09/2009;90;16,68;Ponta Grossa
A1045;30/09/2009;84;10,13;Ponta Grossa
A1046;01/10/2009;72;13,16;Ponta Grossa
A1047;02/10/2009;53;18,21;Ponta Grossa
A1048;03/10/2009;45;19,19;Ponta Grossa
A1049;04/10/2009;56;18,15;Ponta Grossa
A1050;05/10/2009;38;19,83;Ponta Grossa
A1051;06/10/2009;66;17,47;Ponta Grossa
A1052;08/10/2009;68;14,90;Ponta Grossa
A1053;09/10/2009;71;13,26;Ponta Grossa
A1054;10/10/2009;58;14,34;Ponta Grossa
A1055;12/10/2009;57;17,72;Ponta Grossa
A1056;13/10/2009;51;16,77;Ponta Grossa
A1057;14/10/2009;50;17,97;Ponta Grossa
A1058;15/10/2009;69;17,38;Ponta Grossa
A1059;16/10/2009;84;14,56;Ponta Grossa
A1060;17/10/2009;92;13,84;Ponta Grossa
A1061;18/10/2009;51;18,71;Ponta Grossa
A1062;19/10/2009;86;16,32;Ponta Grossa
A1063;20/10/2009;53;17,79;Ponta Grossa
A1064;22/10/2009;58;18,87;Ponta Grossa
A1065;23/10/2009;39;19,75;Ponta Grossa
A1066;24/10/2009;41;19,42;Ponta Grossa
A1067;25/10/2009;61;19,15;Ponta Grossa
A1068;26/10/2009;72;18,34;Ponta Grossa
A1069;27/10/2009;73;15,96;Ponta Grossa
A1070;28/10/2009;66;15,58;Ponta Grossa
A1071;29/10/2009;46;18,81;Ponta Grossa
A1072;30/10/2009;24;20,80;Ponta Grossa
A1073;31/10/2009;30;21,73;Ponta Grossa
A1074;01/11/2009;29;21,70;Ponta Grossa
A1075;02/11/2009;32;23,69;Ponta Grossa
A1076;03/11/2009;31;23,94;Ponta Grossa
A1077;04/11/2009;30;24,26;Ponta Grossa
A1078;05/11/2009;37;23,82;Ponta Grossa
A1079;06/11/2009;60;21,38;Ponta Grossa
A1080;07/11/2009;66;21,05;Ponta Grossa
A1081;08/11/2009;64;21,32;Ponta Grossa
A1082;09/11/2009;62;19,48;Ponta Grossa
A1083;10/11/2009;47;20,69;Ponta Grossa
A1084;11/11/2009;57;20,99;Ponta Grossa
A1085;12/11/2009;61;21,28;Ponta Grossa
A1086;13/11/2009;52;22,67;Ponta Grossa
A1087;14/11/2009;52;22,15;Ponta Grossa
A1088;16/11/2009;59;20,45;Ponta Grossa
A1089;17/11/2009;58;19,34;Ponta Grossa
A1090;18/11/2009;49;21,84;Ponta Grossa
A1091;19/11/2009;47;24,62;Ponta Grossa
A1092;20/11/2009;57;22,01;Ponta Grossa
A1093;21/11/2009;87;18,81;Ponta Grossa
A1094;22/11/2009;61;19,76;Ponta Grossa
A1095;23/11/2009;46;21,52;Ponta Grossa
A1096;24/11/2009;53;22,48;Ponta Grossa
A1097;25/11/2009;54;22,17;Ponta Grossa
A1098;26/11/2009;57;21,84;Ponta Grossa
A1099;27/11/2009;68;21,32;Ponta Grossa
A1100;28/11/2009;86;20,48;Ponta Grossa
A1101;29/11/2009;59;21,65;Ponta Grossa
A1102;30/11/2009;67;22,37;Ponta Grossa
A1103;01/12/2009;43;23,06;Ponta Grossa
